"Story","Title","Result","Date","Stability","Duration (s)"
"as a user I want to perform the cycles from 1 to 10 on the evalart page.","execute cycle 1 to 10 successfully","ERROR","2022-10-11T11:56:11.149-05:00[America/Bogota]","0.0","5.2"
